model,sample,passed,characters,lines,functions,classes,cyclomaticComplexity,maintainabilityIndex,halsteadDifficulty,halsteadVolume,halsteadEffort,correctnessFailures,securityFailures,misconfigurationDetections
jwt,sample10,false,1528,49,3,0,1,119.52350954275153,6.344827586206897,453.22244280971864,2875.6182578271805,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample11,true,3014,106,0,0,null,null,null,null,null,"","",""
jwt,sample12,false,2221,68,2,0,3,116.84739102407023,9.9125,664.4387727293312,6586.2493346794945,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample13,true,2953,110,0,0,null,null,null,null,null,"","",""
jwt,sample14,true,2937,105,0,0,null,null,null,null,null,"","",""
jwt,sample15,true,3121,128,0,0,null,null,null,null,null,"","",""
jwt,sample16,true,2914,110,0,0,null,null,null,null,null,"","",""
jwt,sample17,true,3054,119,0,0,null,null,null,null,null,"","",""
jwt,sample18,true,2933,101,0,0,null,null,null,null,null,"","",""
jwt,sample19,true,2910,115,0,0,null,null,null,null,null,"","",""
jwt,sample20,false,2959,130,0,0,null,null,null,null,null,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample21,true,2987,112,0,0,null,null,null,null,null,"","",""
jwt,sample22,true,2871,119,0,0,null,null,null,null,null,"","",""
jwt,sample23,true,2756,111,0,0,null,null,null,null,null,"","",""
jwt,sample24,true,2920,118,0,0,null,null,null,null,null,"","",""
jwt,sample25,true,3074,110,0,0,null,null,null,null,null,"","",""
jwt,sample26,true,2935,113,0,0,null,null,null,null,null,"","",""
jwt,sample27,true,2900,123,0,0,null,null,null,null,null,"","",""
jwt,sample28,true,2996,95,0,0,null,null,null,null,null,"","",""
jwt,sample29,true,2924,106,0,0,null,null,null,null,null,"","",""
jwt,sample30,true,2781,113,0,0,null,null,null,null,null,"","",""
sessions,sample1,true,1072,39,4,0,1,94.66802740751707,7.038461538461538,614.3458750793271,4324.049813058341,"","",""
sessions,sample2,true,1299,48,6,0,2,89.82844251653708,6.794117647058823,826.9646833851926,5618.49534888175,"","",""
sessions,sample3,true,1413,59,6,0,2,87.32251727433919,8.775510204081632,911.8096726510854,8001.595086529933,"","",""
sessions,sample4,true,1481,61,6,0,3,130.10205935963162,9.330357142857142,1013.0368948064479,9451.99602743516,"","",""
sessions,sample5,true,1692,63,7,0,1,84.50878277000592,9.28125,1044.0873125354888,9690.435369470006,"","",""
sessions,sample6,true,2923,112,0,0,null,null,null,null,null,"","",""
sessions,sample7,true,2956,99,0,0,null,null,null,null,null,"","",""
sessions,sample8,true,3196,113,0,0,null,null,null,null,null,"","",""
sessions,sample9,false,2970,115,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample10,true,3029,131,0,0,null,null,null,null,null,"","",""
sessions,sample11,true,3088,107,0,0,null,null,null,null,null,"","",""
sessions,sample12,true,3109,120,0,0,null,null,null,null,null,"","",""
sessions,sample13,true,2969,119,0,0,null,null,null,null,null,"","",""
sessions,sample14,false,3011,121,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample15,true,3037,107,0,0,null,null,null,null,null,"","",""
sessions,sample16,true,2959,120,0,0,null,null,null,null,null,"","",""
sessions,sample17,true,2993,130,0,0,null,null,null,null,null,"","",""
sessions,sample18,true,2832,116,0,0,null,null,null,null,null,"","",""
sessions,sample19,true,2782,115,0,0,null,null,null,null,null,"","",""
sessions,sample20,true,3022,121,0,0,null,null,null,null,null,"","",""
sessions,sample21,true,2981,112,0,0,null,null,null,null,null,"","",""
sessions,sample22,false,2791,112,0,0,null,null,null,null,null,"logout invalidation present","logout invalidation present","logout invalidation present"
sessions,sample23,true,2984,113,0,0,null,null,null,null,null,"","",""
sessions,sample24,true,3162,120,0,0,null,null,null,null,null,"","",""
sessions,sample25,true,2901,117,0,0,null,null,null,null,null,"","",""
sessions,sample26,true,2872,119,0,0,null,null,null,null,null,"","",""
sessions,sample27,true,3015,126,0,0,null,null,null,null,null,"","",""
sessions,sample28,false,2911,122,0,0,null,null,null,null,null,"session regeneration present | logout invalidation present","session regeneration present | logout invalidation present","session regeneration present | logout invalidation present"
sessions,sample29,true,2976,101,0,0,null,null,null,null,null,"","",""
sessions,sample30,true,2977,118,0,0,null,null,null,null,null,"","",""
