model,sample,passed,characters,lines,functions,classes,cyclomaticComplexity,maintainabilityIndex,halsteadDifficulty,halsteadVolume,halsteadEffort,correctnessFailures,securityFailures,misconfigurationDetections
oauth,sample26,false,2901,100,0,0,null,null,null,null,null,"scope validation present","scope validation present","scope validation present"
oauth,sample27,false,2852,104,0,0,null,null,null,null,null,"redirect validation present | scope validation present","redirect validation present | scope validation present","redirect validation present | scope validation present"
oauth,sample28,false,3205,103,0,0,null,null,null,null,null,"redirect validation present | scope validation present","redirect validation present | scope validation present","redirect validation present | scope validation present"
oauth,sample29,false,2868,107,0,0,null,null,null,null,null,"redirect validation present","redirect validation present","redirect validation present"
oauth,sample30,false,2848,108,0,0,null,null,null,null,null,"redirect validation present | scope validation present","redirect validation present | scope validation present","redirect validation present | scope validation present"
jwt,sample1,true,2930,114,0,0,null,null,null,null,null,"","",""
jwt,sample2,true,2979,116,0,0,null,null,null,null,null,"","",""
jwt,sample3,false,2253,83,8,0,3,91.71038072266288,8.774193548387096,676.5314840143678,5936.018182319614,"audience validation present","audience validation present","audience validation present"
jwt,sample4,false,2902,123,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample5,false,2949,115,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample6,false,2996,121,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample7,false,2962,122,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample8,true,2981,111,0,0,null,null,null,null,null,"","",""
jwt,sample9,false,2816,119,8,0,1,96.0037983550235,7.5600000000000005,500,3780.0000000000005,"audience validation present","audience validation present","audience validation present"
jwt,sample10,false,2829,116,8,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample11,true,2943,135,0,0,null,null,null,null,null,"","",""
jwt,sample12,true,2867,123,0,0,null,null,null,null,null,"","",""
jwt,sample13,false,2826,117,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample14,false,3156,113,3,0,null,null,null,null,null,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample15,false,2971,107,0,0,null,null,null,null,null,"issuer validation present","issuer validation present","issuer validation present"
jwt,sample16,true,2841,115,0,0,2,103.87681777967687,3.545454545454546,177.87213211613133,630.6375593208293,"","",""
jwt,sample17,true,2848,117,0,0,null,null,null,null,null,"","",""
jwt,sample18,false,2608,104,11,0,3,90.60497795973959,9.714285714285714,677.2601751889429,6579.098844692588,"audience validation present","audience validation present","audience validation present"
jwt,sample19,true,2977,118,0,0,null,null,null,null,null,"","",""
jwt,sample20,false,2946,133,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample21,false,2562,106,6,0,1,89.57475082201262,8.272727272727273,766.3576456637802,6339.867795945818,"audience validation present","audience validation present","audience validation present"
jwt,sample22,true,2701,119,7,0,1,92.20143169025985,8.516129032258064,650.1044729200565,5536.37357583532,"","",""
jwt,sample23,false,2898,115,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample24,false,2964,126,0,0,null,null,null,null,null,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample25,false,1691,63,2,0,2,118.22591841637349,9.4,485.30856805008847,4561.900539670832,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample26,false,3003,122,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample27,false,2802,111,9,0,3,94.09053705414125,8.285714285714286,573.8616751600966,4754.853879897944,"audience validation present","audience validation present","audience validation present"
jwt,sample28,false,2606,106,8,0,1,100.15780932395421,7.174999999999999,370.8812251687506,2661.072790585785,"audience validation present","audience validation present","audience validation present"
jwt,sample29,false,3030,115,0,0,null,null,null,null,null,"audience validation present","audience validation present","audience validation present"
jwt,sample30,true,3013,117,0,0,null,null,null,null,null,"","",""
sessions,sample1,false,2843,125,0,0,null,null,null,null,null,"session regeneration present | logout invalidation present","session regeneration present | logout invalidation present","session regeneration present | logout invalidation present"
sessions,sample2,false,2803,115,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample3,true,2966,120,0,0,null,null,null,null,null,"","",""
sessions,sample4,false,2895,124,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample5,true,3043,122,0,0,null,null,null,null,null,"","",""
sessions,sample6,false,2972,138,0,0,null,null,null,null,null,"session regeneration present | logout invalidation present","session regeneration present | logout invalidation present","session regeneration present | logout invalidation present"
sessions,sample7,false,2847,114,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample8,false,2866,114,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample9,false,3008,117,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample10,false,3065,123,0,0,null,null,null,null,null,"session regeneration present | logout invalidation present","session regeneration present | logout invalidation present","session regeneration present | logout invalidation present"
sessions,sample11,false,2926,120,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample12,false,2951,126,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample13,false,3027,116,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample14,false,2830,110,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample15,false,2910,115,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample16,false,2816,130,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample17,false,2851,125,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample18,false,2859,113,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample19,false,2859,124,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample20,false,2963,126,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample21,false,2920,130,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample22,false,2901,130,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample23,false,2897,110,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample24,false,2911,113,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample25,false,2719,123,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample26,false,2934,114,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample27,false,2985,120,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample28,false,2829,110,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample29,false,2788,140,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
sessions,sample30,false,2829,118,0,0,null,null,null,null,null,"session regeneration present","session regeneration present","session regeneration present"
