model,sample,passed,characters,lines,functions,classes,cyclomaticComplexity,maintainabilityIndex,halsteadDifficulty,halsteadVolume,halsteadEffort,correctnessFailures,securityFailures,misconfigurationDetections
oauth,sample21,false,1826,59,1,0,1,100.56792176822472,7.2,454.5445908221534,3272.7210539195044,"redirect validation present | scope validation present","redirect validation present | scope validation present","redirect validation present | scope validation present"
oauth,sample22,false,1445,43,2,0,1,101.43182683898235,8.027027027027026,657.3038727707846,5276.195951700622,"redirect validation present | scope validation present","redirect validation present | scope validation present","redirect validation present | scope validation present"
oauth,sample23,false,1303,37,4,0,1,102.90359639853088,7.73076923076923,670.1955000865387,5181.12675066901,"redirect validation present | scope validation present | no permissive admin default","redirect validation present | scope validation present | no permissive admin default","redirect validation present | scope validation present | no permissive admin default"
oauth,sample24,false,1743,50,6,0,1,98.49778874480432,8.235294117647058,727.9628520751327,5994.988193559915,"scope validation present","scope validation present","scope validation present"
oauth,sample25,false,1363,46,4,0,1,142.7711411208937,6.944444444444445,513.6912619133022,3567.3004299534878,"redirect validation present | scope validation present","redirect validation present | scope validation present","redirect validation present | scope validation present"
oauth,sample26,true,1831,51,6,0,4,142.43854426021034,14.808510638297872,962.3420676834866,14250.852746972481,"","",""
oauth,sample27,false,1621,54,4,0,1,82.29470843555036,8.085106382978724,965.4870721586182,7806.065689793084,"redirect validation present | scope validation present","redirect validation present | scope validation present","redirect validation present | scope validation present"
oauth,sample28,false,1578,46,1,0,1,100.70234159529542,7.137931034482759,440.82591112926116,3146.584951853692,"redirect validation present | scope validation present","redirect validation present | scope validation present","redirect validation present | scope validation present"
oauth,sample29,false,1471,46,2,0,1,102.69082465031295,7.573170731707317,728.0574484809395,5513.703359837358,"redirect validation present","redirect validation present","redirect validation present"
oauth,sample30,false,1544,42,3,0,1,101.40064475533597,6.608695652173913,805.6842503028856,5324.522002001679,"redirect validation present | scope validation present | no permissive admin default","redirect validation present | scope validation present | no permissive admin default","redirect validation present | scope validation present | no permissive admin default"
jwt,sample1,true,991,38,2,0,2,109.27806497953544,4.909090909090909,245.34452978042594,1204.4186007402727,"","",""
jwt,sample2,true,969,34,2,0,2,99.33771718948903,6.206896551724139,383.0987084813817,2377.8540526430593,"","",""
jwt,sample3,true,1257,38,3,0,3,114.31716371878397,10.424528301886793,900.6147237844095,9388.483677186534,"","",""
jwt,sample4,true,1683,55,6,0,4,97.85617345616522,7.2592592592592595,482.15260359282684,3500.0707520071874,"","",""
jwt,sample5,true,1045,33,2,0,4,116.24694192673778,8.25,708.8268714730223,5847.821689652434,"","",""
jwt,sample6,true,1128,41,1,0,4,101.68510544538017,8.5,359.4073508826329,3054.9624825023798,"","",""
jwt,sample7,true,1304,35,3,0,6,108.99168259117086,9.056603773584907,891.3104363282113,8072.2454610856885,"","",""
jwt,sample8,true,1039,32,3,0,4,115.01573694020779,13.28,894.5703296650511,11879.893977951877,"","",""
jwt,sample9,true,1349,49,3,0,4,111.17434656282308,10,973.147453216711,9731.47453216711,"","",""
jwt,sample10,true,1321,55,3,0,2,103.53340635006577,5.6,332.93001187765793,1864.4080665148842,"","",""
jwt,sample11,true,1633,50,4,0,4,94.11970563539502,7,660.591225855113,4624.138580985791,"","",""
jwt,sample12,false,904,35,1,0,null,null,null,null,null,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample13,true,1134,41,3,0,1,104.64370749109119,6.4750000000000005,318.57746264495245,2062.7890706260673,"","",""
jwt,sample14,false,1550,50,4,0,2,95.65558494564387,7.147058823529411,558.9052697343161,3994.5288395717293,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample15,true,926,28,2,0,2,103.20961590347335,5.7857142857142865,354.2428288627686,2049.5477955631613,"","",""
jwt,sample16,true,1296,40,3,0,4,98.94504804388194,6.818181818181818,506.8778377412035,3455.9852573263875,"","",""
jwt,sample17,false,1065,31,2,0,5,126.89572860380011,10.032608695652174,741.2130242195921,7436.300232116125,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample18,true,1203,41,3,0,4,98.13830007353134,6.533333333333333,493.305186263697,3222.92721692282,"","",""
jwt,sample19,true,1021,30,2,0,4,107.28484223751407,8.266666666666666,659.1165716006159,5448.696991898424,"","",""
jwt,sample20,true,889,34,2,0,4,103.68918046703243,7.75,320.53535008942333,2484.148963193031,"","",""
jwt,sample21,true,1136,37,3,0,5,111.97848432963528,13.333333333333334,922.0455569495814,12293.940759327752,"","",""
jwt,sample22,true,1540,51,5,0,5,114.04089445148782,14.482758620689655,1186.0055928351294,17176.632723819115,"","",""
jwt,sample23,true,1269,45,3,0,4,100.51374850988392,6.923076923076923,437.5218043475292,3028.997107021356,"","",""
jwt,sample24,true,1764,54,5,0,2,93.95283249350253,6.486486486486487,615.0875467889235,3989.757060252477,"","",""
jwt,sample25,true,1419,55,4,0,5,113.15335212120851,14.344827586206897,1161.1677793726135,16656.75159375887,"","",""
jwt,sample26,true,1222,43,3,0,4,94.82028032765676,9.966666666666667,488.3638279231888,4867.359484967782,"","",""
jwt,sample27,false,1090,38,1,0,3,89.98665796440821,6.945652173913043,751.5767627582057,5220.190776114059,"audience validation present | issuer validation present","audience validation present | issuer validation present","audience validation present | issuer validation present"
jwt,sample28,true,1256,41,3,0,3,108.99168259117086,10.346938775510203,845.4958760749364,8748.29406469373,"","",""
jwt,sample29,true,1081,31,3,0,2,102.90307103635323,6.4799999999999995,345.94747320502313,2241.7396263685496,"","",""
jwt,sample30,true,1326,44,3,0,4,95.63559419688094,6.444444444444445,595.0780464314654,3834.9474103361104,"","",""
sessions,sample1,true,1235,43,6,0,2,89.41750992747899,8.658536585365853,731.742869114323,6335.822403306943,"","",""
sessions,sample2,true,1562,63,6,0,2,144.4002204953624,9.672413793103448,1068.9917799361797,10339.73083696891,"","",""
sessions,sample3,true,1700,71,7,0,1,87.04708427947165,7.9411764705882355,956.91627648858,7599.041019174018,"","",""
sessions,sample4,true,1626,63,7,0,3,87.31623793742676,8.431372549019608,925.1950246598103,7800.663933406244,"","",""
sessions,sample5,true,1623,62,5,0,4,133.01970488481913,15.432692307692307,1146.490856996519,17693.440629609737,"","",""
sessions,sample6,true,1910,69,10,0,1,158.53361115669122,10.145454545454545,994.8386272350746,10093.090072675846,"","",""
sessions,sample7,true,2004,71,7,0,1,88.15323723128716,7.75531914893617,847.8738186204102,6575.532061428501,"","",""
sessions,sample8,true,1541,58,6,0,1,88.09870958844328,7.6875,869.1006121105465,6681.210955599827,"","",""
sessions,sample9,true,1319,51,5,0,1,88.00025674151158,7.946808510638298,865.2958833865831,6876.3406903167825,"","",""
sessions,sample10,true,1601,62,6,0,1,167.03409901677355,8.306122448979592,761.9888868334989,6329.172998800695,"","",""
sessions,sample11,true,1224,47,5,0,2,88.09782389506604,9.204545454545453,834.458687813703,7680.812921921583,"","",""
sessions,sample12,true,1660,61,7,0,1,86.2692985119083,8.170212765957446,982.8311512991922,8029.9396191253145,"","",""
sessions,sample13,true,1363,51,5,0,2,149.93017138064283,9.232142857142858,1013.0368948064479,9352.501332409529,"","",""
sessions,sample14,true,1280,52,6,0,2,137.51353785274938,10.918032786885245,1188.4463153049633,12975.495835952548,"","",""
sessions,sample15,true,1210,47,4,0,1,88.75390997155502,7.923913043478261,838.2971584610757,6642.5937882404805,"","",""
sessions,sample16,true,1528,57,6,0,3,82.29213404131814,10.607142857142858,1195.019570520181,12675.743301589064,"","",""
sessions,sample17,true,1430,55,5,0,2,86.43855625877578,9,962.8231670841885,8665.408503757697,"","",""
sessions,sample18,true,1679,67,7,0,2,143.57394931482395,11.311475409836067,1231.7750872171234,13933.193609505168,"","",""
sessions,sample19,true,1877,67,8,0,1,84.73654779925872,8.983050847457628,1185.053744614965,10645.398044846295,"","",""
sessions,sample20,true,1186,47,5,0,1,88.75390997155502,7.923913043478261,838.2971584610757,6642.5937882404805,"","",""
sessions,sample21,true,1618,65,6,0,1,167.03409901677355,9.68,925.1950246598103,8955.887838706964,"","",""
sessions,sample22,true,1739,68,7,0,1,86.21162408931617,8.448979591836736,966.5668641960493,8166.50370973805,"","",""
sessions,sample23,true,1407,59,6,0,1,86.58765942534093,8.217391304347826,890.3293958827976,7316.185035732554,"","",""
sessions,sample24,true,1348,53,7,0,1,86.53862615034411,7.852941176470589,945.102495297363,7421.834301305763,"","",""
sessions,sample25,true,1610,62,6,0,4,132.40493532114496,13.935483870967742,1200.5118238026896,16729.71315750845,"","",""
sessions,sample26,true,1190,48,5,0,2,141.19653784801153,10.281818181818181,931.381814711302,9576.298476713477,"","",""
sessions,sample27,true,1533,60,6,0,1,88.11309244745632,7.622448979591837,872.8391682740082,6653.172027558002,"","",""
sessions,sample28,true,1509,52,5,0,1,86.70929867459805,9.0625,925.5609972301563,8387.896537398292,"","",""
sessions,sample29,true,1222,51,4,0,2,138.92963917883196,11.194444444444445,994.8386272350746,11136.665743770418,"","",""
sessions,sample30,true,1613,63,6,0,1,89.65460937029016,7.563829787234043,818.8370440101222,6193.544024374436,"","",""
